identifier,filename,subject_topical 1,subject_topical_authority 1,subject_topical_URI 1,subject_topical 2,subject_topical_authority 2,subject_topical_URI 2,subject_topical 3,subject_topical_authority 3,subject_topical_URI 3,subject_topical 4,subject_topical_authority 4,subject_topical_URI 4,subject_topical 5,subject_topical 6,subject_topical_URI 6,subject_topical_authority 6,subject_topical 7,subject_topical_authority 7,subject_topical_URI 7,subject_topical 8,subject_authority 8,subject_topical_URI 8,subject_local_label 1,subject_local_code 1,subject_local_label 2,subject_local_code 2,subject_local_label 3,subject_local_code 3,subject_local_label 4,subject_local_code 4,subject_local_label 5,subject_local_code 5,subject_geographic 1,subject_geographic_URI 1,subject_geographic_coordinates 1,subject_geographic 2,subject_geographic_URI 2,subject_geographic_coordinates 2,subject_geographic 3,subject_geographic_URI 3,subject_geographic_coordinates 3,subject_geographic 4,subject_geographic_URI 4,subject_geographic_coordinates 4,subject_name 1,subject_name_authority 1,subject_name_URI 1,subject_name 2,subject_authority 2,subject_name_URI 2,subject_name 3,subject_authority 3,subject_URI 3,subject_name 4,subject_name 5,subject_temporal,subject_temporal_local,shelf_locator,classification_number,collection,collection_identifier,holdingsExternal_city,holdingsExternal_county,holdingsExternal_state,physicalLocation@type=accessionNumber,repository,repository_URI,sublocation,record_creation_date,record_source,extent,internet_media_type,name_role 1 1,name_role_URI 1 1,name_role 1 2,name_role_URI 1 2,name_corporate 1,name_corporate_authority 1,name_corporate_URI 1,name_personal 1,name_authority 1,name_personal_URI 1,name_desc 1,name_role 2,name_role_URI 2,name_corporate 2,name_corporate_authority 2,name_corporate_URI 2,name_personal 2,name_personal_authority 2,name_personal_URI 2,name_description 2,name_role 3,name_role_URI 3,name_corporate 3,name_personal 3,name_personal_authority 3,name_personal_URI 3,name_desc 3,date_single,date_text,date_range_end,date_qualifier,public_note,place_of_origin 1,place_of_origin_URI 1,place_of_origin 2,place_of_origin_URI 2,date_publication,date_publication_qualifier,publisher,relatedItem@type=host_title,relatedItem@type=host_detail@type=issue,language,title_initial_article,title_work,item_type 1,item_type 2,form 1,form_URI 1,form 2,form_URI 2,genre,genre_URI,rights,abstract,digital_origin,language_of_ cataloging,project_url,project_title
0059_000050_000218_0001,0059_000050_000218_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,School buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85118278,School photography,lcsh,http://id.loc.gov/authorities/subjects/sh85118376,,,,,,,,,,,,,,Education,D.6,,,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",Fort Campbell (Ky. and Tenn.),http://id.loc.gov/authorities/names/n81146694,E,,,,,,,Vinson School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1942,1942,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Students of Vinson School, Stewart County, Tennessee, 1942",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,"Portraits, Group",,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",Students pose outside the one-teacher Vinson School in rural northwestern Stewart County in 1942. The area is now part of Fort Campbell.,reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000219_0001,0059_000050_000219_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,School buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85118278,School photography,lcsh,http://id.loc.gov/authorities/subjects/sh85118376,,,,,,,,,,,,,,Education,D.6,,,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,Varner School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1948,between 1948 and 1949,1949,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Teacher and students of Varner School, Stewart County, Tennessee, 1948-1949",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,"Portraits, Group",,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Students and teacher of Varner School, a one-teacher school in rural southeastern Stewart County, Tennessee, 1948-1949.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000220_0001,0059_000050_000220_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,School buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85118278,School photography,lcsh,http://id.loc.gov/authorities/subjects/sh85118376,,,,,,,,,,,,,,Education,D.6,,,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,Walnut Grove School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1940,approximately between 1940 and 1949,1949,approximate,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Teacher and students of Walnut Grove School, Stewart County, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,"Portraits, Group",,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","A very rural school in southern Stewart County, Tennessee.  General note - bus route of 1935-36 did not go to this area; it was one of a few schools that were not served.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000221_0001,0059_000050_000221_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,School buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85118278,Carriages and carts,lcsh,http://id.loc.gov/authorities/subjects/sh85020461,,,,,,,,,,,,,,Farming and Agriculture,D.8,Education,D.6,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,Hayes Fork School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1938,approximately between 1938 and 1948,1948,approximate,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Horse and cart outside Hayes Fork School, Stewart County, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","A horse and cart outside a school in rural northern Stewart County, Tennessee.  This land is now part of Fort Campbell.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000223_0001,0059_000050_000223_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,School buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85118278,,,,,,,,,,,,,,,,,Education,D.6,Children and Childhood,D.4,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,Legate School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1941,1941,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Legate School, Stewart County, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","An elementary school in rural western Stewart County, Tennessee.  This was not a one-teacher school.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000224_0001,0059_000050_000224_0001.jpeg,School photography,lcsh,http://id.loc.gov/authorities/subjects/sh85118376,,,,,,,,,,,,,,,,,,,,Education,D.6,Children and Childhood,D.4,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,W. T. Thomas School,,,,,,,,,,,,Era 9 - Postwar United States (1945-1970's),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 page,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,W. T. Thomas School,,,,,,,,,,,,,,1947,between 1947 and 1948,1948,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"W. T. Thomas School, 4th-6th Grades, 1947-1948",still image,,books,http://vocab.getty.edu/aat/300028051,,,School yearbooks,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","School pictures of students and teacher of the 4th-6th grades of W. T. Thomas School in southeastern Stewart County, Tennessee near Cumberland City, Tennessee. The school served grades 1-12 and had several teachers.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000225_0001,0059_000050_000225_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,School buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85118278,School photography,lcsh,http://id.loc.gov/authorities/subjects/sh85118376,,,,,,,,,,,,,,Education,D.6,Children and Childhood,D.4,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,Midway School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1938,between 1938 and 1948,1948,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Teacher and students outside Midway School, Stewart County, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,"Portraits, Group",,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","A one-teacher school in rural southeastern Stewart County, Tennessee.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000227_0001,0059_000050_000227_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,School buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85118278,School photography,lcsh,http://id.loc.gov/authorities/subjects/sh85118376,,,,,,,,,,,,,,Education,D.6,Children and Childhood,D.4,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,Leatherwood School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1938,approximately between 1938 and 1948,1948,approximate,,,,,,,,,,,eng,,"Teacher and students of Leatherwood School, Stewart County, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,"Portraits, Group",,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Teacher and students of Leatherwood School, a one-teacher rural elementary school in southwestern Stewart County.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000228_0001,0059_000050_000228_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,School buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85118278,Log buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85078076,,,,,,,,,,,,,,Education,D.6,Children and Childhood,D.4,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,Lick Creek School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1938,approximately between 1938 and 1948,1948,approximate,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Teacher and students of Lick Creek School, Stewart County, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,"Portraits, Group",,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","A one-teacher log elementary school near Dover, Tennessee in Stewart County.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000229_0001,0059_000050_000229_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,School buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85118278,African American schools,lcsh,http://id.loc.gov/authorities/subjects/sh2004002512,,,,,,,,,,,,,,Education,D.6,African-Americans,D.1,Children and Childhood,D.4,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,Cumberland City School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1941,between 1941 and 1942,1942,,,,,,,,,,,,eng,,Cumberland City School,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,"Portraits, Group",,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Teacher and students stand outside of the Cumberland City School, one of the Stewart County, Tennessee ""Colored"" elementary schools, located in the southeastern part of the county.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000231_0001,0059_000050_000231_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,African American schools,lcsh,http://id.loc.gov/authorities/subjects/sh2004002512,School buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85118278,,,,,,,,,,,,,,Education,D.6,African-Americans,D.1,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,Ellis Chapel School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1939,between 1939 and 1942,1942,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,Teachers and students outside the Ellis Chapel School,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,"Portraits, Group",,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","""Colored"" elementary school for African-American students in northern Stewart County, Tennessee near the Kentucky border. The land is now part of the Fort Campbell Army base.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000232_0001,0059_000050_000232_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,African American schools,lcsh,http://id.loc.gov/authorities/subjects/sh2004002512,School buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85118278,,,,,,,,,,,,,,Education,D.6,African-Americans,D.1,Children and Childhood,D.4,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,Glover School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1938,between 1938 and 2007-07-30,2007-07-30,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Teacher and students outside the Glover School, Stewart County, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,"Portraits, Group",,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","The students and teacher pose outside Glover School (colored), an elementary school in eastern Stewart County, Tennessee.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000233_0001,0059_000050_000233_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,School buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85118278,African American schools,lcsh,http://id.loc.gov/authorities/subjects/sh2004002512,,,,,,,,,,,,,,African-Americans,D.1,Education,D.6,Children and Childhood,D.4,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,Taylor's Chapel School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1938,between 1938 and 1942,1942,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,Students and teacher outside Taylor's Chapel School,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,"Portraits, Group",,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","African-American students and teacher pose out of Taylor's Chapel School in southeastern Stewart County, near Cumberland City.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000234_0001,0059_000050_000234_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,School buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85118278,African American schools,lcsh,http://id.loc.gov/authorities/subjects/sh2004002512,,,,,,,,,,,,,,African-Americans,D.1,Education,D.6,Children and Childhood,D.4,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",Fort Campbell (Ky. and Tenn.),http://id.loc.gov/authorities/names/n81146694,E,,,,,,,Tobaccoport School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1938,between 1938 and 1942,1942,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Students and teacher outside Tobaccoport School, Stewart County, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,"Portraits, Group",,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",African-American teacher and students pose outside of the Tobaccoport School in northern Stewart County. The land on which the segregated school stood is now part of the Fort Campbell Army base.,reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
